Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2023,Jul-Aug,1.25,-8.63,41205.52,-18.99,141205.52,,
2023,Sep-Oct,-4.39,-8.41,35007.94,-18.99,135007.94,,
2023,Nov-Dec,15.13,-1.51,55433.84,-18.99,155433.84,,
2024,Jan-Feb,10.42,-4.13,71632.04,-18.99,171632.04,,
2024,Mar-Apr,-6.88,-8.76,59827.31,-18.99,159827.31,,
2024,May-Jun,16.46,-3.88,86125.2,-18.99,186125.2,,
2024,Jul-Aug,-6.56,-16.74,73915.98,-18.99,173915.98,,
2024,Sep-Oct,5.72,-4.95,83863.79,-18.99,183863.79,,
2024,Nov-Dec,3.73,-3.81,90718.49,-18.99,190718.49,,
2013,,,,,,,14.67,-5.53
2014,,,,,,,4.55,-10.5
2015,,,,,,,3.72,-16.38
2016,,,,,,,0.07,-16.66
2017,,,,,,,6.45,-4.27
2018,,,,,,,-13.88,-31.47
2019,,,,,,,16.28,-10.17
2020,,,,,,,0.47,-4.45
2021,,,,,,,18.75,-4.06
2022,,,,,,,-16.52,-19.67
2023,,,,,,,17.64,-8.63
2024,,,,,,,22.7,-16.74
Cumulative CAGR,5.53%,,,,,,,
Final Portfolio Value,"$190,718.49",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,VIXCLS,WALCL,WLTLECL,T10YIE,EXPINF1YR,FEDFUNDS,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,M2SL",,,,,,,
