Year,Period,Profit %,Drawdown %,Cum Profit $,Max. Cum Drawdown %,Portfolio $,CAGR %,Max DD %
2021,May-Jun,-1.15,-5.75,142514.75,-16.96,242514.75,,
2021,Jul-Aug,0.0,0.0,142514.75,-16.96,242514.75,,
2021,Sep-Oct,6.55,-2.32,158398.6,-16.96,258398.6,,
2021,Nov-Dec,3.16,-3.11,166556.5,-16.96,266556.5,,
2022,Jan-Feb,0.0,0.0,166556.5,-16.96,266556.5,,
2022,Mar-Apr,0.0,0.0,166556.5,-16.96,266556.5,,
2022,May-Jun,0.0,0.0,166556.5,-16.96,266556.5,,
2022,Jul-Aug,0.0,0.0,166556.5,-16.96,266556.5,,
2022,Sep-Oct,0.0,0.0,166556.5,-16.96,266556.5,,
2022,Nov-Dec,0.0,0.0,166556.5,-16.96,266556.5,,
2023,Jan-Feb,-1.92,-5.56,161431.45,-16.96,261431.45,,
2023,Mar-Apr,11.28,-4.67,190929.96,-16.96,290929.96,,
2023,May-Jun,15.18,-4.12,235090.58,-16.96,335090.58,,
2023,Jul-Aug,1.25,-8.63,239276.84,-16.96,339276.84,,
2023,Sep-Oct,-6.93,-9.42,215759.74,-16.96,315759.74,,
2023,Nov-Dec,15.13,-1.51,263539.51,-16.96,363539.51,,
2024,Jan-Feb,10.42,-4.13,301432.04,-16.96,401432.04,,
2024,Mar-Apr,-6.88,-8.76,273828.28,-16.96,373828.28,,
2024,May-Jun,16.46,-3.88,335345.0,-16.96,435345.0,,
2024,Jul-Aug,-4.64,-18.09,315151.57,-18.09,415151.57,,
2024,Sep-Oct,5.72,-4.95,338904.92,-18.09,438904.92,,
2024,Nov-Dec,3.84,-3.81,355767.0,-18.09,455767.0,,
2013,,,,,,,16.37,-6.44
2014,,,,,,,16.06,-8.37
2015,,,,,,,-5.01,-20.75
2016,,,,,,,11.82,-8.6
2017,,,,,,,29.13,-4.75
2018,,,,,,,-13.73,-24.96
2019,,,,,,,44.79,-10.43
2020,,,,,,,2.08,-14.68
2021,,,,,,,12.84,-6.72
2022,,,,,,,0.0,0.0
2023,,,,,,,36.38,-9.42
2024,,,,,,,25.37,-18.09
Cumulative CAGR,13.47%,,,,,,,
Final Portfolio Value,"$455,767.00",,,,,,,
Symbol,XLK,,,,,,,
Series CSV,"SPY,DGS2,DGS10,DGS30,DGS1MO,DGS3MO,DGS6MO,EFFR,VIXCLS,WALCL,WLTLECL,T10YIE,EXPINF1YR,FEDFUNDS,REAINTRATREARAT10Y,CORESTICKM159SFRBATL,M2SL",,,,,,,
